Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Associate Manager,Gurgaon/Gurugram,Full Time,Demand planning  Department,0 Aug 2023,4.0,5.0,2.0,3.0,4.0,5.0,3.0,"Good place to work, good culture",Slow growth
Deputy Manager,Thane,Full Time,Marketing Department,0 Aug 2023,3.0,3.0,4.0,3.0,3.0,4.0,3.0,Company culture,Salary benefits for internal employees is not at par with those who are hired from outside!
Deputy Manager - Projects,"Bengaluru/Bangalore, Karnataka",Full Time,Construction Engineering Department,9 Aug 2023,4.0,3.0,3.0,3.0,2.0,2.0,3.0,Average,Need to training of every quater interval
Deputy Manager M4,Gurgaon/Gurugram,Full Time,Construction / Manufacturing Department,8 Aug 2023,5.0,5.0,5.0,5.0,4.0,5.0,5.0,The policies of this company are something I enjoy.,Employees were not following the company's policies.
Electrical Engineering Supervisor,New Delhi,Full Time,Construction / Manufacturing Department,8 Aug 2023,2.0,4.0,4.0,4.0,4.0,3.0,3.0,Yes,Position groo very tup
Branch Service Manager,New Delhi,Full Time,Service Delivery Department,8 Aug 2023,4.0,2.0,3.0,4.0,4.0,4.0,3.0,Environment is good,"Work life balance hampers, shortage of manpower"
Project Manager,Mumbai,Full Time,Construction Engineering Department,6 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company culture and all staff is very good and supportive,Nothing to dislike about the company
Ac Technician,"Kolkata, West Bengal",Full Time,After Sales Service & Repair Department,5 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like it,I like it
Assistant Manager,Gurgaon/Gurugram,Full Time,Construction Engineering Department,5 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,You can do job here in a friendly environment.,Nothing
Data Analyst,"Chennai, Tamil Nadu",Intern,Enterprise & B2B Sales Department,2 Aug 2023,5.0,5.0,5.0,5.0,4.0,5.0,2.0,the working environment and the guidance provided.,Nothing to dislike in general
Temporary Operator,"Nahan, Himachal Pradesh",Full Time,Production & Manufacturing Department,2 Aug 2023,4.0,4.0,3.0,4.0,3.0,5.0,3.0,Good environment All team members are helpful,Location is good but it's not a permanent only contract based
Senior Territory Manager,Gurgoan,Full Time,Operations Department,2 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I love to work with Bluestar. Very much employee friendly,Nothing
Purchaser,"Mumbai, Maharashtra",Full Time,Procurement & Purchase Department,1 Aug 2023,4.0,4.0,5.0,3.0,5.0,5.0,3.0,Good working atmosphere and great culture with work life Balance.,I don't have any problem after working in bluestar.
Senior Engineer,"Kolkata, West Bengal",Full Time,Engineering Department,1 Aug 2023,5.0,3.0,4.0,5.0,3.0,3.0,5.0,Hikes and promotions are is very good,"Work load is very high, but still they recognise."
Deputy Manager,Mumbai,Full Time,Marketing Department,1 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Company Policies,Biased management and boss
Senior Manager,"Gurgaon/Gurugram, Haryana",Full Time,Other Department,1 Aug 2023,3.0,2.0,4.0,4.0,3.0,3.0,4.0,"Perks, flexible timings","Highly uncertain due to seasonality of company. 
Works with a short term approach."
Senior Manager Specialist - Projects Division - MEP PROJECTS,Hyderabad/Secunderabad,Full Time,Construction Engineering Department,0 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good learning platform,Some People will give more importance to some people
Senior Engineer,"Dadra & Nagar Haveli/Silvassa, Dadra & Nagar Haveli",Full Time,Engineering Department,8 Aug 2023,4.0,5.0,4.0,4.0,4.0,5.0,3.0,Work life balance and culture,Only 2 months before joined can't say.
Assistant Manager Quality Assurance,Gurgaon/Gurugram,Full Time,Quality Assurance and Testing Department,5 Aug 2023,4.0,4.0,5.0,4.0,5.0,5.0,4.0,"Awsome employee engagement, work culture.",Nothing
Senior Officer,Thane,Full Time,Stores & Material Management Department,5 Aug 2023,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Old Bluestar people not supportive,Old Bluestar people is not easily accepted new people
Assistant Manager Finance & Commercial,Mumbai,Full Time,Finance Department,7 Sep 2023,4.0,3.0,5.0,4.0,4.0,4.0,3.0,"High lights :Better organisation for freshers to learn. 
Approach towards new learning is adopted.",Working late time.
Ssr,"Varanasi, Uttar Pradesh",Full Time,Retail & B2C Sales Department,3 Aug 2023,4.0,4.0,1.0,3.0,3.0,4.0,2.0,Blue star staff is very familiar.and good atmosphere for amplyee..,Carrier growth takes too much time..
Assistant Safety Officer,Pune,Full Time,Occupational Health & Safety Department,1 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing i like about bluestar,Dislike
Branch Commercial Manager,"Lucknow, Uttar Pradesh",Full Time,Branch Commercial  Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Superb, lots of work, lots of learning","Nothing , Everything is fine"
Document Controller,Pune,Full Time,Document controller Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This is good company and well opertunity,all ok
Product Manager,Mumbai,Full Time,Product Management - Technology Department,8 Aug 2023,4.0,4.0,3.0,4.0,5.0,5.0,3.0,Process driven,Very old school culture
Kalaamb,Gurgaon/Gurugram,Full Time,Other Department,4 Aug 2023,4.0,3.0,4.0,3.0,1.0,3.0,1.0,Most like SAP software,Blue star security are verry bad
Hvac Engineer,New Delhi,Contractual,Construction / Manufacturing Department,8 Aug 2023,3.0,2.0,4.0,3.0,3.0,4.0,2.0,Friendly behavior and boss support,Appraisal is very poor
Senior Design Engineer,"Thane, Maharashtra",Full Time,Engineering & Manufacturing Department,8 Aug 2023,4.0,3.0,3.0,4.0,3.0,3.0,3.0,Employee Engagement activities are good.,Growth is slow
Sr. Executive,Chennai,Full Time,SCM & Logistics Department,7 Aug 2023,4.0,3.0,4.0,3.0,5.0,4.0,3.0,A good company to work,Work life balance
AC Repairing And Installation,Mumbai,Full Time,Banking Operations Department,6 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I want to do AC repairing job,No I don't anything
Admin Manager,Mumbai,Full Time,Administration Department,3 Aug 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Great place to work,Nothing as such
Electrical Technician,Thane,Full Time,Engineering Department,3 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Technical work,Un wanted work
Qa Analyst   (working remotely),,Full Time,Quality Assurance and Testing Department,2 Aug 2023,5.0,5.0,4.0,3.0,2.0,3.0,5.0,Good company and staff,Fully strict all
Service Delivery Engineer,"Kolkata, West Bengal",Full Time,"Operations, Maintenance & Support Department",2 Aug 2023,5.0,3.0,4.0,3.0,4.0,4.0,2.0,I like company culture and my seniors.,There was no flexibility.
Sales Coordinator,"Hyderabad/Secunderabad, Telangana",Full Time,Sales Support & Operations Department,2 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good environment.. supporting seniors,Nothing .....
Sales Engineer,"Vijayawada, Andhra Pradesh",Full Time,Marketing Department,1 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,All good,Nothing as of now
Sr. Manager Commercial & Store,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great place to work,Few manager having partiality. That is part of corporate world. No worries.
Assistant Sales Manager   (working remotely),,Full Time,Retail & B2C Sales Department,8 Jul 2023,3.0,3.0,5.0,3.0,3.0,5.0,1.0,"Standard dealer 
Good platform 
Multi skill development","Management monitoring poor 
Not ethical team leader"
Assistant Manager,"Dadra & Nagar Haveli/Silvassa, Dadra & Nagar Haveli",Full Time,Procurement & Purchase Department,8 Jul 2023,5.0,4.0,5.0,5.0,4.0,5.0,5.0,The culture & appraisals,Particuoar department all designation people have same work load
Senior Indirect Tax Executive,Thane,Full Time,Accounting & Taxation Department,7 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0,GREAT COMPANY TO WORK. YOU WILL GET THE OPPORTUNITY TO GROW HERE MANAGEMENT IS REALLY GOOD.,NO
Commercial Executive,Kolkata,Full Time,Sales Support & Operations Department,6 Jul 2023,4.0,4.0,5.0,4.0,4.0,5.0,4.0,Company culture and environment,Heavy workload
Senior Service Engineer,Pune,Full Time,Service Delivery Department,5 Jul 2023,3.0,2.0,3.0,3.0,3.0,4.0,4.0,Company culture is good.,Employees facility are not good.
Assistant Manager,"Sri City, Andhra Pradesh",Full Time,Engineering Department,4 Jul 2023,4.0,4.0,5.0,4.0,4.0,4.0,3.0,Work Culture,New Product Development
Senior Hr Executive,Mumbai,Full Time,Operations Department,4 Jul 2023,4.0,5.0,3.0,3.0,3.0,3.0,2.0,Employee friendly policies,"1.Disparity in Performance evaluation and increment 
2.Slow growth and promotions"
Senior Executive,Kolkata,Full Time,Sales Support & Operations Department,4 Jul 2023,3.0,1.0,1.0,2.0,3.0,3.0,1.0,Blue Star has good policies for employees,"Blue Star is bias, there is favoritism in every sector."
Senior Engineer,Gurgaon/Gurugram,Full Time,"Operations, Maintenance & Support Department",3 Jul 2023,4.0,3.0,3.0,4.0,4.0,3.0,3.0,Good supporting staff & management,
Senior Executive,"Chennai, Tamil Nadu",Full Time,Construction Engineering Department,2 Jul 2023,4.0,2.0,4.0,4.0,4.0,4.0,4.0,Good Company to work,Work pressure.. multi tasking in construction sites..no personal life..NO TIMINGS
Deputy Manager,Mumbai,Full Time,Accounting & Taxation Department,9 Jul 2023,3.0,3.0,3.0,3.0,3.0,4.0,4.0,Work culture is very good.,Lack of transparency in employee related issues.
Sales Coordinator,"Hyderabad/Secunderabad, Telangana",Full Time,Commercial  Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Super place to work,Nothing
Assistant Manager,Thane,Full Time,Engineering & Manufacturing Department,7 Jul 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0,It's good company to work.. they have great policy for employees.,They are still on old technologies.
Senior Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Construction Engineering Department,7 Jul 2023,4.0,1.0,5.0,4.0,5.0,4.0,3.0,Overall company was good,No work life balance
Senior Engineer,Mumbai,Full Time,Management Department,6 Jul 2023,4.0,4.0,5.0,5.0,3.0,4.0,4.0,Skill development and learning is very good. Salary growth and time is good.,Work culture is average
Purchaser,Gurgaon/Gurugram,Full Time,Procurement & Purchase Department,4 Jul 2023,5.0,3.0,5.0,5.0,5.0,4.0,4.0,All are good. Senior member are supportive & helpful.,Nothing.
Service Manager Rajasthan And Haryana,"Jaipur, Rajasthan",Full Time,Service Delivery Department,5 Jul 2023,5.0,5.0,4.0,3.0,3.0,4.0,3.0,Nice company,Work doesn't matter only boss relation matters ...no feedback taken from down the line.
Service Engineer,"Raipur, Chhattisgarh",Full Time,Service Delivery Department,7 Aug 2023,4.0,4.0,5.0,4.0,5.0,5.0,4.0,All over like and good....,Nothing
Assistant Manager,"Mumbai, Maharashtra",Full Time,Engineering Department,2 Jul 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0,Management is very supportive.,Blame games on escalations.
Deputy Manager,Kolkata,Full Time,Sales Support & Operations Department,2 Jul 2023,4.0,3.0,4.0,3.0,4.0,4.0,3.0,Gives excellent learning opportunity.,Work life balance and fair appraisal.
Sales Executive,"Chennai, Tamil Nadu",Full Time,Other Department,0 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very bad experience  in this brand,Everything is bad here.  Not supported to sales executive
Mep Technician,Chennai,Full Time,"Operations, Maintenance & Support Department",8 Jul 2023,3.0,3.0,4.0,3.0,4.0,4.0,2.0,Trusted Working place...I like my job,Dislike........I don't know
Diploma Electrical Engineer,"Wada, Maharashtra",Full Time,Quality Assurance and Testing Department,8 Jul 2023,5.0,4.0,5.0,3.0,4.0,5.0,2.0,"Company culture,policies,job security I mostly like.",Company salary was very less.
Operator,Kala Amb Himachal Pradesh,Full Time,Production & Manufacturing Department,7 Jul 2023,4.0,4.0,4.0,4.0,5.0,5.0,4.0,"Very good company, good culture, working on standard","Little bit partital aty, manager favouritism"
Senior Executive - Marketing,"Chandigarh, Chandigarh",Full Time,Marketing Department,5 Jul 2023,5.0,5.0,3.0,5.0,5.0,4.0,5.0,Good place to work.,Nothing in particular. Everything comes with its own pros and cons.
Site Engineer,Bangalore/Bengaluru,Full Time,Engineering Department,1 Jul 2023,4.0,4.0,1.0,3.0,3.0,3.0,1.0,Blue Star Ltd work culture depa,"Third party roll no growth no salary increase
No hoilday"
Manager,Mumbai,Full Time,Marketing Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Leadership 
Respecting human dignity 
Work life balance",Everything is best
Area Manager,Hyderabad/Secunderabad,Full Time,Marketing Department,4 Jul 2023,4.0,3.0,5.0,3.0,4.0,4.0,4.0,Policies,"Work life balance 
Not able to give priority for personal life"
Senior Engineer,"Lucknow, Uttar Pradesh",Full Time,Service Delivery Department,2 Jul 2023,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Working style is under pressure for make a good learning.,Ok
Central And Package Air Conditioning Site Engineer,India,Full Time,HVAC Department,2 Jul 2023,4.0,4.0,5.0,5.0,4.0,4.0,4.0,You will get the chance to work on multiple products in HVAC.,CAREER GROWTH.
Team Lead,"Kolkata, West Bengal",Full Time,Enterprise & B2B Sales Department,9 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall exillent.,Nothing as of
Hvac Engineer,Gurgaon/Gurugram,Full Time,Construction Engineering Department,8 Jun 2023,4.0,3.0,5.0,3.0,4.0,4.0,3.0,Good  invironment for a worker.,Duty Time is not systematic.
Senior Engineer,"Kolkata, West Bengal",Full Time,Service Delivery Department,7 Jun 2023,5.0,3.0,5.0,5.0,4.0,4.0,4.0,"1.Good support from seniors
2.Best salary and incentive","1.Work-life balance is not good
2.Higu pressure"
Area Service Manager,"Pune, Maharashtra",Full Time,Customer Success Department,7 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice working place,Working load
Assistant Manager In Planning,"Kolkata, West Bengal",Full Time,Planning and scheduling  Department,7 Jun 2023,4.0,5.0,4.0,3.0,4.0,5.0,4.0,Work life balance and culture,HR department is not so helpful.
Branch Head   (working remotely),,Full Time,Life Insurance Department,7 Jun 2023,3.0,3.0,5.0,5.0,4.0,5.0,4.0,"Yes, I like blue star","No,"
Senior Engineer,"New Delhi, Delhi",Full Time,After Sales Service & Repair Department,6 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Flexible timing and team support,Nothing till date
Project Manager,"Kota, Rajasthan",Full Time,Construction / Manufacturing Department,5 Jun 2023,5.0,5.0,3.0,3.0,3.0,5.0,3.0,Clear HR policy,Less financial power even to higher position
Rso,"Indore, Madhya Pradesh",Full Time,Marketing Department,4 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,"Blue star working are very good they are a chanell sale,",Promotion and growth average
Hvac Engineer,Kolkata,Full Time,Service Delivery Department,3 Jun 2023,4.0,3.0,3.0,4.0,3.0,3.0,3.0,Good working culture and senior behaviour are good,Not found anything to dislike
Senior Engineer R,"Thane, Maharashtra",Full Time,Engineering & Manufacturing Department,3 Jun 2023,5.0,4.0,3.0,3.0,4.0,4.0,3.0,Good peer group and Support,Work Culture in different teams
