Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Senior Analyst,"Mumbai, Maharashtra",Full Time,IT Network Department,2 Sep 2023,3.0,5.0,4.0,3.0,5.0,3.0,1.0,"Work culture is good. Job security is also good. 
All depends upon the management and project needs.","Capgemini has different policies to retain and promote female candidates. Quota for promotion and appraisals.
Even if you are good with all respects(Technical, non-technical), female candidate with less potential will be promoted.
Most of the projects are support based. 
Join only if you are getting development profile."
Problem Manager,"Navi Mumbai, Maharashtra",Full Time,Operations Support Department,2 Sep 2023,4.0,4.0,3.0,2.0,3.0,4.0,2.0,"Here leaders are very supportive, nobody forcing to extend shift hours. I like  Capgemini as organisation very much and for freshers they are providing very good opportunity and training which is helping to grow in career very fast.","They are not giving increament in 1st year of joining, even after you have good review. Most dislike part about the organisation is, while hiring resources profile shared by company to employee and selected for role is completely diffrent than what role they will be holding in project and opposite to their skill set most of the timethis is happening and also they are not giving release from project....Read More"
Associate Consultant,"Gurgaon/Gurugram, Haryana",Full Time,Data Science & Machine Learning Department,2 Sep 2023,4.0,5.0,4.0,2.0,5.0,5.0,2.0,The job security is extremely high. They do not fire anyone if they are on bench.,"The promotions and appraisals are quite low . Average appraisal in FY 2022-23, was just 5 percent. That too was given to selective employees."
Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,2 Sep 2023,4.0,4.0,3.0,3.0,3.0,2.0,1.0,Work-life balance and company's ethics and everyone is nice to you. You can learn with co-employees much. Overall great company culture.,Too much politics you are assigned in any domain regardless of your expertise and then the skill gets degraded and then politics starts of Performance issue.
Senior Software Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Finance Department,2 Sep 2023,3.0,3.0,4.0,2.0,2.0,3.0,2.0,There are lot of technologies being used. We can learn anything thing we we want to learn or interested.,"There is no job security. 
Don't give at least minimum hikes. 
Few managers is using their work"
Consultant,"Noida, Uttar Pradesh",Full Time,IT Security Department,2 Sep 2023,2.0,1.0,4.0,2.0,2.0,1.0,1.0,Overall disaster experience in past 1.4 yrs where there is not work life balance no salary increment and no job security.,Nothing is good in this company where there is not any salary and perks no increment no good knowledge of seniors and don't have knowledge how to tackle in any problems.
Associate Consultant SAP Concur,"Noida, Uttar Pradesh",Full Time,IT Consulting Department,1 Sep 2023,2.0,4.0,3.0,3.0,4.0,3.0,1.0,Nothing,"One of the worst leadership I have ever seen .After so many appriciation from client , project, BU they don't have any promotion policy..They are hiring people from outside on high package but not giving promotion to the current eligible employee.Pure lack of improper management there are resource on bench also. Terrible experience 😪"
Software Engineer,Navi Mumbai,Full Time,Other Department,1 Sep 2023,3.0,3.0,3.0,1.0,3.0,4.0,1.0,"For short term maybe, work culture is good but totally depends on your project & supervisor or manager, if you're lucky you might like it else better to look elsewhere...long term no monetary benefits whatsoever","Absolute worse in the monetary department, you will feel bad for earning so low when your peers from other place earn more, this is true even if your super talented"
Network Security Engineer,Bengaluru/Bangalore,Full Time,IT Network Department,1 Sep 2023,2.0,2.0,1.0,3.0,3.0,1.0,1.0,The compensation was good enough,"The company policy, work culture is really bad. The work environment was degrading and they don't take into consideration your own area of interest. Really bad management. They expect employees to adhere to upper management but upper management do not consider any feedbacks or concerns from their employees."
Trainer,"Navi Mumbai, Maharashtra",Contractual,Corporate Training Department,1 Sep 2023,3.0,3.0,2.0,3.0,1.0,3.0,1.0,I am waiting for my work to be starting again by September as has been said to in July. I loved my job as because training is my passion. I must have done few errors which I am seeking opportunity to correct myself that scope hasn’t arrived so far.,One more scope to showcase my ability.
Solution Architect,Hyderabad/Secunderabad,Full Time,Business Intelligence & Analytics Department,1 Sep 2023,3.0,1.0,2.0,2.0,4.0,3.0,2.0,Nothing .. Boring culture. No one is willing to grow. All policies on paper only,"Working principles. Career growth is ZEROOOOO. Every activity has to be billed by the client, then you are a good performer here. If you need time and resources for a innovation with a vision .. no one will come forward to help. Empathy is a non-existent word here."
Software Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Software Development Department,2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,They are not giving project it's said like it's your fault and job security is so bad they are just forcing employees to resign and if employees didn't resign they are giving negative feedback on work experience and salary will not growing if you are fresher please don't join Capgemini they destroy your career,They are not giving project it's said like it's your fault and job security is so much bad they are just forcing employees to resign and if employees didn't resign they are giving negative feedback on work experience and salary will not growing if you are fresher please don't join Capgemini they destroy your career
Analyst,Pune,Full Time,Banking Operations Department,1 Sep 2023,4.0,4.0,5.0,4.0,4.0,5.0,4.0,"Teams are very supportive and you get alot for learning experience and self development.
Job security is not the best but better than other MNC.","Not many good projects are there.
Mostly support project and there."
Analyst,Bengaluru/Bangalore,Full Time,Quality Assurance and Testing Department,1 Sep 2023,3.0,5.0,1.0,3.0,5.0,3.0,2.0,Job Security is the positive in the company.They will support you as much as they can to get into any projects.,There is no experienced RMG in some Business unit.So 99% of the queries form Resources left unanswered.
Team Lead,Bengaluru/Bangalore,Full Time,Finance Department,0 Sep 2023,1.0,4.0,4.0,1.0,1.0,3.0,1.0,I Likes Capgemini providing a platform to up skill their employees as knowledge wise for employees career growth. It's very kind oppertunity.,"1) Worst part is Promotion and Monitoring benifits in Few projects
2) Work environment not good in the sense building maintenance and Interior Tables and chairs and all not good
3) we can't find tasty food in all cafetarias
4) Transport facility is there but not maintaining properly......... if any issues raise they will not solve for next time issues will be there 
5) Maintenance also not good people are ther but not monitore that work .... very lezzy 
6) No leadership meetings no events simply conducting events there is no benifits...Read More"
Software Engineer,Chennai,Full Time,Finance Department,0 Sep 2023,1.0,5.0,5.0,1.0,5.0,5.0,1.0,You get a lot of opportunities for e-learnings and trainings.,"You will not get even the appraisal which you deserve, even the ones on bench gets a grade change and appraisal. But on the same note, if you even work 11 hours a day, there is no guarantee that you will be among the lucky ones."
Manager,Kolkata,Full Time,Banking Operations Department,0 Sep 2023,2.0,1.0,3.0,1.0,4.0,3.0,1.0,No politics in work environment.Hierarchy system is very good and reachability also good.orgaisation is flexible.,Clients are not ethical and management level doesn't have good control over client .
Team Manager,"Noida, Uttar Pradesh",Full Time,Software Development Department,0 Sep 2023,4.0,4.0,5.0,3.0,4.0,3.0,3.0,"I am working in salesforce and what I see around is most of the project they have on latest tech and there is always scope about discussion how we can make it better instead of only just finish anyhow. Top leadership is also involved in design part(what I feel) for one of the product which I worked and looks good.
Second thing is lot of learning oppertunities there. They have many platform and they track your learning as well and force you to complete your learning courses....Read More","Initially what they offered CTC is everything included like you mediclaim, term insurance, PF each and every thing so make sure you prepare these question before going to HR round and understand your in hand salary. Their salary include 10% variable which I feel is worst part. They have hybrid culture so employees whose home town is somewhere else is not helpful."
Associate Consultant,"Navi Mumbai, Maharashtra",Full Time,Recruitment & Talent Acquisition Department,9 Sep 2023,2.0,1.0,2.0,1.0,1.0,3.0,1.0,"Hybrid work
Good for gaining experience as a fresher","Leads make false promises
Thrives on gossips and vulnerability of a person
Favourites are given chances
Most of the staff has shallow knowledge
No work life balance as in thinks working on weekends Saturday & Sunday is normal
Mostly new joiners are hired on contract role so no job security. One has to be lucky to get converted to full time
Demotivating leadership
Only handful of staffs are reliable and know what are they doing and how to not make others uncomfortable...Read More"
Associate Architect,Bengaluru/Bangalore,Full Time,Software Development Department,9 Sep 2023,5.0,5.0,5.0,3.0,4.0,5.0,1.0,Capgemini is one of the best companies where we can learn in full potential. Due to its wide spread there are many clients where we can apply our skills.,The Promotional process is very discouraging. New procedures to be implemented to encourage employees with promotions.
Senior Professional II,"Gurgaon/Gurugram, Haryana",Full Time,IT Network Department,7 Sep 2023,3.0,3.0,4.0,3.0,4.0,3.0,2.0,"There is a sense of job security because Capgemini has alot of projects. Plus, there is a flexibility of being able to work from home if needed on a genuine basis.","So, Capgemini bought Altran and I was previously an employee of Aricent that Altran had bought. When compared to Aricent, Capgemini is unfortunately a not-so-good place to work. Aricent used to give good average appraisals to employees alongwith gifts for Diwali, New Year, etc etc. None of that happens in Capgemini."
Senior Analyst,Bengaluru/Bangalore,Full Time,Software Development Department,7 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Great to work with the organisation
And the team project 
Lots have been learnt and I am great ful for the opportunities given.","it is all good ,
There was nothing to have disliking about."
Senior Oracle Database Administrator Consultant,Bengaluru/Bangalore,Contractual,DBA / Data warehousing Department,7 Sep 2023,3.0,2.0,3.0,2.0,1.0,1.0,1.0,Salary will be credited on time,"Work pressure is more.
For contractual employees, there is no any benefits like shift allowance, comp off & so on.
CG will not convert the contractual employees to CG payroll."
Process Associate A3,"Noida, Uttar Pradesh",Full Time,SCM & Logistics Department,5 Sep 2023,3.0,4.0,2.0,2.0,3.0,1.0,3.0,Not much work pressure.,"Worst...The HR team provides misleading information about the salary you will receive at the beginning of employment.  However, you may receive less than promised.  Additionally, you will find that there is a lot of politics within the organization which will ultimately affect your performance."
Associate Consultant,Bangalore/Bengaluru,Full Time,Operations Support Department,5 Sep 2023,4.0,4.0,3.0,3.0,4.0,4.0,1.0,"I think it all depends upon the project team, in my case the team is better than what other online reviews say about the company","Not getting chance to work 😞 n different domains, mostly it's getting repeatative and CG lacks to identify and appreciate the talent. IF YOU SHOW YOU ARE SMART YOU JUST GET MORE WORK NOTHING ELSE"
Technical Writer Cum Technical Illustrator,Bangalore/Bengaluru,Full Time,Other Department,5 Sep 2023,4.0,4.0,4.0,3.0,5.0,4.0,3.0,Working at Capgemini can allow me to collaborate with a diverse team. I am also Impressed with the company's emphasis on continuous learning and professional development.,Compensation is not up to the industry standards less hikes.
Technical Manager,Everywhere,Full Time,Other Hospital Staff Department,4 Sep 2023,2.0,2.0,3.0,2.0,4.0,2.0,2.0,"Nothing, it is as normal as other companies, no work life balance...","Capgemini is not good place to work now,
Managers are not cooperating mainly whos non technical, also people management is very poor..
Not caring the employees emotions 😞"
Associate Consultant,Pune,Full Time,Banking Operations Department,4 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Nothing, no learning, no growth, no work - life balance, no professionalism at Management side.","Management is not employee friendly, no professional behaviour from Management side."
Technical Author,"Bengaluru/Bangalore, Karnataka",Full Time,Aviation Engineering Department,4 Sep 2023,4.0,3.0,3.0,3.0,3.0,3.0,1.0,"Flexible hybrid working, not forced to come to office on fixed days. 
Internet allowance was provided.
Calm place to work as of office ambience.","Work-life balance was not even considered as a thing. Worked on Sunday's till 2 am. 
Forget weekends and work 24/7 for 365 days
Leaves are not given, though approved made to cancel in last minute.
Support for a fresher is very less, to clarify a doubt no senior resource would be available and would have to wait for days until they help us. 
On job training is name sake thing were freshers would be given job to be done and no training or trainer would support....Read More"
Senior Consultant,Kolkata,Full Time,Software Development Department,0 Sep 2023,4.0,2.0,4.0,3.0,4.0,2.0,4.0,Technology and skills,"Extra pressure from practice side ,it feels like you are working on two organisation at the same time .first your project and second your practice"
Senior Security Analyst,Kolkata,Full Time,IT Security Department,2 Sep 2023,4.0,3.0,4.0,3.0,5.0,3.0,3.0,Capgemini has lots of well being facilities,"Capgemini is good overall with the facilities and culture but when it comes down to the teams, it's your luck what type of environment you would get"
Senior Consultant,Gurgaon/Gurugram,Full Time,Banking Operations Department,2 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I like the employee friendly environment here and specially macro management is missing here which is cons here.
You only rated for the work you have or had done
Hybrid work culture helps to spend more time with family 
Salary offered is competitive and best in market otherwise it also depends on previous experiences and technology you have worked upon",Nothing so far
P.A. Accounts Payable Executive,Noida,Full Time,Finance Department,2 Sep 2023,2.0,2.0,1.0,1.0,3.0,1.0,2.0,Very harashful environment of office and dirty politics in promoting as well as mental harashment stressful,Very harashful environment stressful working culture toxic politics of office and oftenly Kritika Tiwari our Process Lead her behaviour is disgusting with team members
Manager,Bengaluru/Bangalore,Full Time,Software Development Department,1 Sep 2023,4.0,2.0,4.0,3.0,2.0,3.0,3.0,"Worked on a couple of good projects.
Came across some really good people.","Not good team in immigration. 
Carrying on outdated policies from iGate.
Office has no distinct areas for each practice so there is no connect within the practice."
Talent Acquisition Consultant   (working remotely),,Part Time,Recruitment & Talent Acquisition Department,1 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,My team was good.,"Top Management is worst. Cant handle the situation.
Removing lower level employees from the job is not the Solution.
Come up with new ideas. 
Your jobs are safe, what about us. Still struggling to get job. Who is responsible for this."
Process Associate,Chennai,Full Time,Other Department,1 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Food court, workspace, management","Nothing, salary hike"
Analyst,Bangalore/Bengaluru,Full Time,Software Development Department,1 Aug 2023,3.0,4.0,5.0,2.0,4.0,3.0,2.0,If you are a fresher and in bench then you will get a lot of time to upskill,Most of the freshers are in bench that's why in general ODC the environment is not good
Senior Software Engineer,Bangalore/Bengaluru,Full Time,Quality Assurance and Testing Department,0 Aug 2023,4.0,5.0,5.0,3.0,5.0,5.0,1.0,work life balance & security which makes to feel comfortable.,appraisal wont expect & promotion for the next 2 years after joining & there is no health checkup for the employees.
Consultant B2,Hyderabad/Secunderabad,Full Time,IT Security Department,0 Aug 2023,5.0,5.0,5.0,5.0,3.0,5.0,2.0,Capgemini is good place to work and lot of scope for skill development and learning.,"I feel like Capgemini is perfect but when it comes to the management it is so rude. Not even greeting to recipient while sending mails. (Senior managers also}. If any help needs to be no one will respond including managers. Mostly I faced challenges from managers only. They are having their own works, not at all least bothered aboutthe team. 
This is one of the reasons for leaving Capgemini so early, and there is no reputation those who are doing their job perfect. Mostly office politics are in high sky in Capgemini.
I am willing to work but if there is no reputation it discourages. 
Please take my words seriously, this is what exactly happening....Read More"
Senior Professional I Engineer,Gurgaon/Gurugram,Full Time,Software Development Department,0 Aug 2023,3.0,2.0,2.0,3.0,4.0,1.0,3.0,Good work!,"Absolutely no employee well fair,
No festival celebration at project level,
No perks for working hard.
Pathetic Reward and recognition system.
Huge salary difference between employees at same band and position"
Scrum Master,Pune,Full Time,DevOps Department,0 Aug 2023,5.0,3.0,5.0,3.0,5.0,3.0,2.0,"Team Support
Training and development 
Job security","Promotion and appraisals 
Not providing role based on skills 
Less opportunities as per skills"
Associate Consultant,Hyderabad/Secunderabad,Full Time,Other Department,0 Aug 2023,4.0,4.0,4.0,5.0,5.0,5.0,4.0,Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology.,Low quality of the facility and highly commercial view towards canteen and transport. Very poor on that front using almost school buses for transport.
Consultant,Navi Mumbai,Full Time,Facility Management Department,0 Aug 2023,3.0,4.0,5.0,3.0,3.0,4.0,2.0,Only thing I like in Capgemini is learning never stops here.,Food in some places. Remote location in Mumbai. No promising hikes or no deserved promotion. Less. Of work life balance.
Sr.Analyst - Software Engineer,Bengaluru/Bangalore,Full Time,Software Development Department,0 Aug 2023,3.0,3.0,2.0,3.0,2.0,3.0,3.0,Capgemini is a place where we can spend quality of time on self learning.,"Capgemini will keep monitoring the employee activity by app called Sapience buddy tool - It will fetch all the details like first & last activity, core time, offline time, no. of breaks taken, and every each thing you do on your laptop/pc."
Consultant,Kolkata,Full Time,Other Department,0 Aug 2023,1.0,2.0,3.0,3.0,1.0,1.0,1.0,Cross skill training,"In capgemini I have met most unprofessional guys in my entire 6 years career. No Job security. TATA is far more better as part of work culture, professionalism."
Consultant,Pune,Full Time,IT Consulting Department,0 Aug 2023,3.0,3.0,4.0,3.0,3.0,3.0,2.0,"If you got the project and it Is connected with your project then it’s fine.
Salary on time
Somewhat cooperative team 
Someone team lunch","Bus charges are high 1900 for hybrid days
No proper reimbursement process returns 
Unnecessary politics 
Less leaves at least for Indians"
Professional 1,Bangalore/Bengaluru,Full Time,Hardware Department,0 Aug 2023,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Nothing,"Waste.
Full of micro management in semiconductor vertical 
Politics
Not even having good cafeteria
People working in the Cafeteria are uncultured 
Please don't join this company. You might feel like you are working in an MNC. But inside that Managers don't even care about their employees or their feelings 
Some of my colleagues are calling Motherchowk to each and other and even Managers are supporting that....Read More"
Associate Consultant,Hyderabad/Secunderabad,Full Time,Software Development Department,9 Aug 2023,4.0,5.0,5.0,3.0,4.0,5.0,3.0,"Working hours
Professional environment 
Decent exposure to new skills
Hybrid mode","Compensation can be improved
Bench management is ridiculous"
Consultant,Chennai,Full Time,Other Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I like it ,so much I have learned ,when I was an employee with this organization. I really am looking forward to be an employee again to this organization. Thanks for everything that gave me",No
Senior Manager,Chennai,Full Time,Banking Operations Department,6 Aug 2023,2.0,2.0,2.0,2.0,2.0,2.0,2.0,"Worst work culture.
Employees treatment is worst 
Non technical people managers who don't understand anything about project and drive team as buffalo herd.
Poor amenities.","Directors have no sense of product development life cycle and politics
Technical people are used and thrown away.
Poor amenities. Poor management.
Not a company suggested to work"
Data Analyst,"Bhubaneswar, Odisha",Full Time,Other Department,6 Aug 2023,3.0,4.0,4.0,2.0,3.0,4.0,2.0,Keeping u updated regarding new technologies to get upskilled in that,"No project is difficult to get a project if ur staying on the bench for more than 2 months,  will be a burden for you.  Thanks"
Senior Consultant,"Navi Mumbai, Maharashtra",Full Time,Software Development Department,5 Aug 2023,4.0,5.0,5.0,3.0,5.0,4.0,3.0,"Good company was working with great team.
Salary on time
Once you proved yourself then you will get good work.","Salary hikes very low. If you joined on low salary then it is problematic.
Company need to check salary discrepancy.
Laterally joined consultant earning more than senior consultant"
Physical Verification Engineer,Bangalore/Bengaluru,Full Time,Engineering & Manufacturing Department,5 Aug 2023,5.0,5.0,1.0,1.0,4.0,4.0,3.0,"I learned more concepts , worked on Many project up to 10+ projects .","1. Capgemini managers and leads , respect the Employ goals and which done employees are interested that domain need to give opportunity . 
2. In Capgemini Employees are worked very Hard , But there no increment in salary . How we trust in Capgemini.
3. In MNC companies most provide free cab facilities , But Capgemini there is no cabfacilities ""If you are provide cab facilities every employs should be interested in Cab and 200% Work will be meet in with in Estimated Time ""....Read More"
Sap Mm Consultant,Pune,Full Time,IT Consulting Department,3 Aug 2023,3.0,4.0,3.0,3.0,3.0,3.0,1.0,Flexible working hours,"due to work load we cannot take leaves and no leave encashment against it.
For salary we have to present counter offer letter.
Worst hybrid work Policy, it requires relocation to office location"
Analyst,"Pune, Maharashtra",Full Time,Banking Operations Department,3 Aug 2023,4.0,3.0,3.0,3.0,2.0,2.0,1.0,Literally nothing in FSSBU. But there are many other good Business Units to work and grow.,"No Supportive management, no growth and learning especially in FSSBU"
Consultant,"Bangalore Rural, Karnataka",Full Time,Business Intelligence & Analytics Department,3 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing.,They will take you showing they have basic requirements .But once u enter in org there will be clint round interviews and they will expect u know everything specailly from banking domain. Please dont waste your time if you are from any different domain apart from banking .They do not have enough project & only having banking projects and expect that non banking people will fit in that role.
Sr Manager,"Noida, Uttar Pradesh",Full Time,Technology / IT Department,3 Aug 2023,3.0,5.0,3.0,2.0,4.0,4.0,3.0,"Flexibility,  work life balance,  stability in job.  Best place who love to work and stay busy.  I personally enjoy.","Salary, increments,  perks,  benefits.  
No team building or quarterly meets or hygiene factor.  
Promotions to those who long tenured or close to decision makers."
Senior Consultant   (working remotely),,Full Time,Downstream Department,3 Aug 2023,3.0,4.0,4.0,3.0,4.0,4.0,1.0,I like learning culture,"The off boarding process is very hectic
If you have shift allowance not getting in FNF settlement then you need to follow up like hell.They won't treat you like an employee once you exist from the company."
Process Lead And Subject Matter Expert,Kolkata,Full Time,Operations Department,3 Aug 2023,1.0,2.0,1.0,2.0,1.0,1.0,2.0,Nothing,"Terrible work culture, huge office politics, higher level management is not supportive, lots of hidden clause which is not mentioned by the HR on offer letter, there are compensation related issue"
Escalation Engineer,"Noida, Uttar Pradesh",Full Time,IT Infrastructure Services Department,2 Aug 2023,5.0,5.0,5.0,3.0,5.0,5.0,5.0,Best company to work with best management with no politics. Just make sure to enter with good base package. Everything else is perfect for learning and development.,Nothing
Devops Engineer,Gurgaon/Gurugram,Full Time,Software Development Department,2 Aug 2023,3.0,2.0,2.0,4.0,1.0,2.0,2.0,"Flexibility part is good , you are given Hybrid model 
To work .",Work load and Some projects like Networking ones are definitely exhausting. 12-15hr of working and then also you might get thrown out of company.
Senior Consultant,"Chennai, Tamil Nadu",Full Time,Software Development Department,1 Aug 2023,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Capgemini the Brand name only,"The company (manager in my project alone) never cares about their associate carreer progress even they are outstanding performer.
YEA rating is based on seniority on a project even they are under performer.
Managers will give fake commitments (like promotions and onsite) for time being. They may tell later that you can leave the company if you want
There is no process transperancy in visa processing (H1B) and they may nominate the associate for retain purpose.
There are no well defined process. Anyone (senior manager) can do anything if they need something...
Org hierarchy and team structure is not good (FS, IND BU, ApAC and LBS.......) Reporting manager, YEA manager and project manager are different... None of them are not connected (except YEA time)......Read More"
Consultant,Bangalore/Bengaluru,Full Time,Software Development Department,0 Aug 2023,3.0,1.0,1.0,3.0,1.0,1.0,1.0,"Work, projects and learning curve will be heaven if you’re in pure Capgemini.","Full of politics, 
no value for your work, 
no recognition. 
No appraisal
You will get the good hike only if you belong to their religion/regions. Experienced it. 
Few Managers don’t have Technical Backgrounds and won’t listen to the team’s senior developers opinions also. Recommended to fired them first. They’re spoiling CG’s reputation. And Blocking the Enthusiastic Resources interests towards the achievement....Read More"
Technical Support Manager,Gurgaon/Gurugram,Full Time,Operations Support Department,0 Aug 2023,2.0,2.0,2.0,1.0,3.0,1.0,1.0,"Very complicated company to understand, no HR , No management discussion, last minute information sharing, so many applications, dynamic process changes.",Mentioned above
Accounts Payable Process Associate,Kolkata,Full Time,Accounts payable Department,0 Aug 2023,4.0,4.0,4.0,2.0,4.0,4.0,3.0,The work life balance and atmosphere is good.,The main disappoint here is HR policy and compensation. They don't maintain any fixed rules. Also even after 2years you are hardly getting chances to meet HR.
Associate Consultant Developer,"Bengaluru/Bangalore, Karnataka",Full Time,IT Network Department,0 Aug 2023,4.0,5.0,4.0,3.0,3.0,5.0,2.0,I don't think so I like anything about the company or my team except the building,"They hire so many people only for the bench, They don't really need people to work on the project,
one of my colleagues is not working on any project for the last 2 years and there are so many people who are suffering in the same they are looking for a project.
and there is too much politics in my team, it's too much because of the state some Bengaluru people don't like northern people. Even sometimes they make you cry is you are soft-hearted people...Read More"
Analyst,"Gurgaon/Gurugram, Haryana",Full Time,IT Support Department,0 Aug 2023,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Entry training.,"I don't know how I am going through this company I join this as a fresher and my training is given to a well known demanding technology I grasp the knowledge but now they put into cisco support team and now I have been getting training but not allocated to any project. In the meanwhile they doesn't believe on employees health, they can't change location and they debit my salary and all."
Senior Project Manager,Mumbai,Full Time,Business Intelligence & Analytics Department,9 Aug 2023,5.0,5.0,5.0,3.0,4.0,5.0,3.0,"This organization stands out for its exceptional company culture, commitment to skill development, supportive work station environment, and dedication to work-life balance. However, it shows room for improvement in terms of salary benefits and the speed of promotions/appraisals.","The compensation is relatively low, and promotions are not always timely."
Process Associate,"Trichy, Tamil Nadu",Full Time,Accounting & Taxation Department,8 Aug 2023,5.0,5.0,4.0,3.0,5.0,5.0,3.0,I have work in capgemi past few years it was very great opportunity to career development. I manage work life balance equally.and I developed my skills and experience.,Only one dislike is salary
