Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Bms Operator,Kolkata,Full Time,Other Department,8 Aug 2023,5.0,4.0,5.0,4.0,5.0,4.0,5.0,I security my job,No
Chemical Engineer At UOP Honeywell,New Delhi,Full Time,Design Department,4 Aug 2023,3.0,3.0,4.0,3.0,2.0,3.0,4.0,Training provided by employer,Work pressure
Sr Finance Supervisor,Pune,Full Time,Finance Department,4 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Worst worst worst,Worst worst worst
System Engineer 1,Pune,Full Time,Engineering Department,4 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Culture, Skills enhancement, New opportunity",No as of now
Senior Manager - Facilities & Administration,New Delhi,Full Time,Administration Department,3 Aug 2023,4.0,4.0,5.0,4.0,2.0,4.0,4.0,Work culture,Dirty corporate politics
Systems Engineer,Pune,Full Time,Technology / IT Department,3 Aug 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0,"Work life balance, Culture is really nice.",Salary and growth in terms of money is lesser in terms of market.
Pricing Analyst Ll,Bangalore/Bengaluru,Full Time,BD / Pre Sales Department,2 Aug 2023,1.0,1.0,2.0,5.0,1.0,1.0,1.0,Team members are very supportive,"No work life balance, no job safety"
Bms Operator,"Gurgaon/Gurugram, Haryana",Full Time,Engineering Department,2 Aug 2023,5.0,5.0,4.0,3.0,4.0,5.0,3.0,Company staff behavior is good👍,Overall good
Project Manager,"Agartala, Tripura",Full Time,Technology / IT Department,1 Aug 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Specially work life balance,No dislike yet
"Sales Leader,India","Gurgaon/Gurugram, Haryana",Full Time,Enterprise & B2B Sales Department,0 Jul 2023,2.0,1.0,1.0,4.0,1.0,1.0,2.0,Salary is ok,Gang culture and unethical practices.
Senior Engineer,Pune,Full Time,Other Department,0 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is good 💯,Salary to be matched with other competative company
Command And Control Centre Expert,"New Delhi, Delhi",Full Time,IT Security Department,8 Aug 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Very good management of Honeywell company.,Yes
Performance Test Engineer,Bangalore/Bengaluru,Full Time,Quality Assurance and Testing Department,7 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Super work environment i like so much,No dislike
Program Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Technology / IT Department,7 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Peer support skill development v opportunity,Salary low and growth low
Design Engineer,Pune,Full Time,Engineering & Manufacturing Department,6 Jul 2023,5.0,5.0,5.0,2.0,5.0,5.0,2.0,Good work environment,Poor salary
Sr System Engineer,Pune,Full Time,Software Development Department,6 Jul 2023,2.0,2.0,3.0,1.0,5.0,2.0,1.0,Exposure to on site opportunities. Embracing world class designs,Growth is sluggish
Engineering,Gurgaon/Gurugram,Full Time,Engineering Department,4 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,nothing,Management team are very bad
Sales Analytics,Pune,Full Time,Business Intelligence & Analytics Department,4 Jul 2023,4.0,2.0,4.0,3.0,5.0,3.0,3.0,Job security,Salary deduction before every apprisal and stared crying like business is not good
Engineer Ii,Bangalore/Bengaluru,Full Time,Quality Assurance and Testing Department,0 Jul 2023,1.0,1.0,1.0,1.0,4.0,1.0,1.0,"Good people help in Testing, Flexibility","Manager do politics,  
Poor resource Management"
Sr. System Engineer (Smart Energy),Pune,Full Time,"Operations, Maintenance & Support Department",9 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Appraisal, flexi hour, professionalism","traveling,"
Senior Financial Planning Analyst,Bengaluru/Bangalore,Full Time,Finance Department,8 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Worst team manager do lot of micro management from leadership,No comments.. no growth
Lead- Proposal And Estimation,Pune,Full Time,Other Department,7 Jul 2023,3.0,2.0,2.0,2.0,4.0,2.0,2.0,Job security,"No carrier path
Salary not good"
Senior System Engineer,Pune,Full Time,Engineering Department,5 Jul 2023,5.0,5.0,4.0,5.0,5.0,5.0,4.0,"Great Organization, string values & ethics, healthy working culture",None
Program Control Specialist,Pune,Full Time,Construction / Manufacturing Department,3 Jul 2023,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Work culture and flexibility and learnings,Nothing as such
System Engineer 1,Pune,Full Time,Engineering Department,0 Jul 2023,5.0,4.0,5.0,4.0,5.0,4.0,4.0,Work Culture,Nothing right now
Project Lead,Pune,Full Time,Technology / IT Department,0 Jul 2023,5.0,3.0,3.0,3.0,5.0,3.0,3.0,Job security..o,Promotion slight slow
Service Site Engineer,"New Delhi, Delhi",Full Time,building services and Metro system management Department,8 Jul 2023,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3rd party employees jab not secure,Thanks
Service Manager,"Gurgaon/Gurugram, Haryana",Full Time,After Sales Service & Repair Department,7 Jul 2023,5.0,4.0,4.0,5.0,5.0,4.0,3.0,Honeywell is best company and think about the employee and understand employee pain,Work culture
Service Engineer,Kolkata,Full Time,Engineering Department,5 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing nothing nothing nothing nothing,Excellent team work with a talented team.
Inbound And Outbound Warehouse Coordinator At Honeywell Aerospace   (working remotely),,Full Time,SCM & Logistics Department,7 Jul 2023,4.0,5.0,5.0,5.0,5.0,5.0,5.0,I’ve nothing to dislike here.,"better place to Skill development,"
Project Engineer,"Bhubaneswar, Odisha",Full Time,Engineering Department,4 Jul 2023,5.0,3.0,5.0,3.0,4.0,3.0,2.0,it is a good company but some of the people polluting the working environment.,One of the new tool in my career
Design Engineer,Hyderabad/Secunderabad,Full Time,Other Department,0 Jul 2023,2.0,1.0,2.0,1.0,1.0,4.0,1.0,No reason,"Work culture, work life balance"
Senior Patent Paralegal,Bengaluru/Bangalore,Full Time,Legal Operations Department,3 Jul 2023,5.0,5.0,4.0,4.0,5.0,5.0,3.0,"None, none, none, none, none",
Sr Advanced System Engineer,Pune,Full Time,Engineering Department,9 Jun 2023,2.0,1.0,4.0,2.0,1.0,1.0,2.0,"1. Flexible hours
2. lot of learning","1. Worst work life balance and even working on holidays and weekends
2. lot of travelling"
Software Engineer Intern Trainee,Pune,Full Time,Software Development Department,8 Jun 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Like work culture,They told me after intern ship give me a job but not give a job
Sr. System Engineer,"Chennai, Tamil Nadu",Full Time,Product Management - Technology Department,8 Jun 2023,4.0,4.0,4.0,4.0,5.0,4.0,3.0,Good working environment,We may not able to get expected growth but still we have good job security
TFMS Service Engineer,Gurgaon/Gurugram,Full Time,Lending Department,8 Jun 2023,3.0,2.0,4.0,3.0,3.0,2.0,3.0,NO NO No no No,Work culture is heavily toxic
Design & Commissioning Engineer,"Bhubaneswar, Odisha",Full Time,Engineering Department,8 Jun 2023,3.0,2.0,2.0,1.0,4.0,2.0,1.0,Learning in the worst situation,Don’t respect your work. Takes as grant.
Senior Advanced Software Engineer,Hyderabad/Secunderabad,Full Time,Software Development Department,5 Jun 2023,4.0,4.0,3.0,4.0,4.0,5.0,3.0,"Work and Technology always up-to-date in connected buildings 
Exposure to lots of tools and frameworks","hyderabad campus
no free cab facility 
no snacks"
System Engineer,Pune,Full Time,IT Network Department,0 Jun 2023,4.0,4.0,4.0,3.0,5.0,3.0,3.0,Job security,"No advance technology
Slow speed"
Project Management Specialist,Bengaluru/Bangalore,Full Time,Aviation Engineering Department,5 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Honeywell is the best company to work with. 
It is one of the best company for women as well",Everything is good
Am Logistics,"Gurgaon/Gurugram, Haryana",Full Time,SCM & Logistics Department,5 Sep 2023,3.0,2.0,5.0,2.0,5.0,5.0,4.0,"Nice company to learn
Process oriented",Very less compensation
Project Management Specialist,"Mumbai, Maharashtra",Full Time,Operations Department,3 Jun 2023,4.0,3.0,4.0,4.0,5.0,4.0,4.0,Company’s market value.,"No Office Entertainments arranged , no
Office outings, very few young age group employees."
Netbackup Administrator,"Bangalore Rural, Karnataka",Full Time,IT Network Department,8 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good working environment nice team support,No issues no problems at all
Shift Engineer,"Kochi, Kerala",Full Time,IT Infrastructure Services Department,8 Jun 2023,5.0,5.0,3.0,1.0,1.0,5.0,1.0,"which include health insurance benefits, transport facilities, work from home policy,","*Management 
*Honeywell has a bad reputation when it comes to the environment"
Project Controller,Pune,Full Time,Project & Program Management Department,7 Jun 2023,5.0,5.0,4.0,4.0,5.0,4.0,3.0,"Good work-life balance. Flexible work timings. No politics. Encouragement to choose cross-functional roles, climb the ladder.",office Location near dumping ground. Unpleasant odor
System Engineer,Pune,Full Time,Engineering Department,7 Jun 2023,3.0,2.0,2.0,3.0,3.0,3.0,2.0,The supportive colleagues,"Site travel in middle East countries.
Work on weekends.
Work daily for almost 10-12 hrs."
Advanced Software Developer,Bengaluru/Bangalore,Full Time,Software Development Department,2 Jun 2023,1.0,4.0,1.0,1.0,4.0,1.0,1.0,None,"They dnt want to take you to outings, no cash awards or anything. Try to make you work hard but no appreciation.Partiallity"
Logistics Analyst II,"Gurgaon/Gurugram, Haryana",Full Time,Operations Department,0 Jun 2023,5.0,4.0,5.0,4.0,5.0,5.0,4.0,"On time rewards, good culture, motivational training time to time",Work life balance in month end time
Treasury Manager,Pune,Full Time,Finance Department,7 Mar 2023,4.0,3.0,4.0,3.0,2.0,4.0,3.0,"One gets complete freedom to plan and execute your work and responsibilities , take initiatives, speak up without any fear of retaliation.",Work-life balance can be tricky in certain roles/ departments
System Engineer,Pune,Full Time,Engineering Department,8 May 2023,3.0,3.0,4.0,3.0,4.0,3.0,3.0,Skill Development / Learning and Job Security is Good.,Work life balance is not good. Due to Contract culture internal office politics is high.
Resident Engineer,"Rewari, Haryana",Full Time,"Operations, Maintenance & Support Department",2 Mar 2023,2.0,2.0,2.0,3.0,4.0,3.0,2.0,Nothing to like at this company,"This is not a desk job.
You have to work with field labour, and have to deal with some typical customer.
Didn't get any support from upper management.
Terrible at all."
System Engineer,Pune,Full Time,Engineering Department,7 May 2023,5.0,4.0,4.0,3.0,5.0,3.0,2.0,"Job security!
Work load!
Open door policy.
Huge business worldwide",Promotion structure
Technical Support Engineer,Hadapsar,Full Time,Operations Support Department,0 Mar 2023,3.0,3.0,4.0,2.0,4.0,2.0,2.0,"Work load is less, less pressure as well.","Appraisal are good, however salary are not according to market. No recognition and awards,HR is pathetic at Hadapsar."
Sr Financial Analyst,Hadapsar,Full Time,Finance Department,6 Jun 2023,4.0,4.0,5.0,3.0,4.0,4.0,3.0,"Flexibility in working, good culture , excellent learning experience",Nil
System Engineer,Pune,Full Time,IT Network Department,7 May 2023,4.0,5.0,5.0,4.0,4.0,3.0,3.0,Work culture is amazing here,Company policies about remote job working
Ip Analyst,New Delhi,Full Time,"BFSI, Investments & Trading Department",8 Jun 2023,5.0,4.0,5.0,4.0,4.0,4.0,4.0,everything good,"nothing, more work life balance and growth chart can be planned"
Service Engineer,Pune,Full Time,After Sales Service & Repair Department,1 Jun 2023,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Good for freshers & experience,No Work life balance
Devops Engineer,"Bengaluru/Bangalore, Karnataka",Full Time,Software Development Department,6 Sep 2023,3.0,3.0,4.0,4.0,1.0,3.0,2.0,Nothing as per our project,"Work culture, work-life balance"
System Engineer,Pune,Full Time,Engineering Department,6 May 2023,4.0,4.0,4.0,3.0,5.0,5.0,3.0,"Work culture, job security",Salary increment and promotion and gifts
System Engineer-I,Pune,Full Time,Engineering Department,1 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Like to work here,Nothing
Senior Systems Engineer,"Mohali, Punjab",Full Time,Quality Assurance and Testing Department,7 May 2023,4.0,5.0,5.0,5.0,5.0,5.0,5.0,"Work culture 
Food
Project 
Growth",Nothing there to dislike
Softwaretest Engineer,Bengaluru/Bangalore,Full Time,IT Security Department,5 Jun 2023,3.0,3.0,4.0,3.0,4.0,4.0,3.0,looking good experience in my,NO ITS GOOD EXPERIENCE IN MY CURRENT COMPANY
Testing & Commissioning Engineer,"Kolkata, West Bengal",Full Time,Engineering - Hardware & Networks Department,8 Jun 2023,4.0,4.0,4.0,3.0,4.0,3.0,3.0,Security and love with Honeywell Devices,Management is just Ok .
Analyst 2,Bangalore/Bengaluru,Full Time,Finance Department,1 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very well structured company,Can't expect growth immediately even after having new skills
Software Developer,Bengaluru/Bangalore,Full Time,Software Development Department,9 Jun 2023,5.0,5.0,5.0,4.0,4.0,5.0,4.0,Work culture,Shifting from one tech to another is difficult
Logistics Officer,Gurgaon/Gurugram,Full Time,SCM & Logistics Department,4 Jan 2023,5.0,5.0,1.0,1.0,1.0,2.0,1.0,Honeywell working process it's very good and calchar is the excellent.,"Off-roll employees are insignificant  compared to Honeywell on-rolls, they are not given any benefits."
Project Engineer,"Pune, Maharashtra",Full Time,Management Department,3 May 2023,5.0,4.0,5.0,4.0,5.0,5.0,4.0,Nice Experience,I like working in Honeywell company
System Engineer,"Chennai, Tamil Nadu",Full Time,Engineering Department,3 Feb 2023,3.0,3.0,3.0,1.0,4.0,3.0,1.0,"Friendly collegues, work environment","No Salary benefits or hikes, takes at least 6 years for promotion from one role to another, less growth."
Test Engineer,Chennai One,Full Time,Engineering Department,1 Sep 2023,4.0,4.0,4.0,2.0,5.0,5.0,4.0,Good,Salary is too low
Project And Service Engineer,Pune,Contractual,"Operations, Maintenance & Support Department",7 Jun 2023,3.0,2.0,1.0,2.0,3.0,1.0,1.0,nothing,promotion and payroll does not happen easily
Team Lead,"Pune, Maharashtra",Full Time,Software Development Department,1 Jul 2023,5.0,5.0,4.0,4.0,4.0,5.0,4.0,All Good,None as like
Software Engineer 2,Bengaluru/Bangalore,Full Time,Software Development Department,5 Jul 2023,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Job security is good,Benefits are not much
Financial Planning And Analysis Analyst,Gurugram,Full Time,Finance Department,8 Apr 2023,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Compensation is good.,Pay parity is not good. Experience level does not matter.
Sales Executive,"Kolkata, West Bengal",Full Time,Construction Engineering Department,9 Apr 2023,4.0,4.0,3.0,4.0,2.0,2.0,4.0,Skill and participation of management,Have no job security
Sr. Safety Coordinator,"Shivajinagar, Pune",Contractual,Occupational Health & Safety Department,7 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I liked the working culture of Honeywell.,There are no negative against Honeywell
Senior Software Engineer,"Madurai, Tamil Nadu",Full Time,Software Development Department,0 Jan 2023,4.0,5.0,5.0,3.0,5.0,4.0,3.0,You can really learn a lot and good company for your career growth if yor are a fresher,Now-a-days we are not getting proper recognition for our work
System Engineer,"Pune, Maharashtra",Full Time,Engineering Department,3 Sep 2023,3.0,4.0,4.0,2.0,4.0,4.0,2.0,good work life balance,Packages are not good
Senior System Engineer,Pune,Full Time,Engineering Department,2 Mar 2023,5.0,5.0,4.0,3.0,5.0,5.0,5.0,Excellent support from managers.,Salary is little less compared to market standard.
Dba,Gurgaon/Gurugram,Full Time,Operations Support Department,1 May 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Overall Good experience in Honeywell in term of job.,Nothing for now.
Procurement Buyer,Bengaluru/Bangalore,Full Time,"Operations, Maintenance & Support Department",5 May 2023,5.0,5.0,4.0,4.0,3.0,5.0,5.0,Good to work great to grow,Nothing as such
Sr.customer Support,Pune,Full Time,Sports Staff and Management Department,4 Mar 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I only like the logo of this company,This company is not at all good for any women
Senior Project Engineer,Pune,Full Time,Engineering & Manufacturing Department,1 May 2023,2.0,1.0,3.0,2.0,4.0,3.0,1.0,Job security,Salary promotion is not as per expectation
Customer Service Executive,"Pune, Maharashtra",Full Time,Customer Success Department,9 Apr 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Very Good Company.. Always Employee Centric,No Dislikes
Technical Lead,Bengaluru/Bangalore,Full Time,Engineering & Manufacturing Department,5 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working culture and work life balance,Nothing as such
Resident Engineer,"Kolkata, West Bengal",Contractual,Tas Department,5 Jun 2023,3.0,3.0,1.0,2.0,1.0,4.0,1.0,Supportive Team,No promotion after years of service
Ea To Md,Pune,Full Time,Engineering & Manufacturing Department,8 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Work culture,Learning and development
System Engineer,Pune,Full Time,Quality Assurance and Testing Department,9 Apr 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,jhebavuisfbvlkaikb  cahf v;jkanv;ja j  af iuawncuiwbniucb`,jdkvb slb;jk; sdgksj nsunv su;i sdj nig gs hisbv ie `
Engineer 2,Hyderabad/Secunderabad,Full Time,Engineering Department,2 Aug 2023,4.0,3.0,5.0,3.0,5.0,3.0,3.0,Job security,Work life balance
Estimation Engineer,Pune,Contractual,Engineering Department,8 Jun 2023,1.0,1.0,1.0,3.0,3.0,1.0,2.0,Good for old employees,Politics by seniors
Applications Engineer,Pune,Full Time,Engineering Department,2 Feb 2023,2.0,4.0,2.0,2.0,5.0,2.0,2.0,"1. Process oriented
2. Brand Value
3. Job security","1. Career Growth
2. Salary Hike
3. Bureaucracy"
Project Supervisor,"Pune, Maharashtra",Full Time,Hardware Department,7 May 2023,5.0,5.0,5.0,3.0,4.0,4.0,3.0,Tressfree work,I don't like travelling
Project Engineer-II APC,Pune,Full Time,Engineering Department,9 Mar 2023,3.0,3.0,4.0,3.0,4.0,4.0,3.0,One good thing is Structured department,More travel in APC department
Accountant,"Bangalore Rural, Karnataka",Full Time,Finance Department,6 May 2023,5.0,5.0,3.0,3.0,5.0,5.0,3.0,Working environment is good.,Nothing as of now
Technical Lead,Bengaluru/Bangalore,Full Time,Aviation Engineering Department,2 Apr 2023,4.0,3.0,3.0,3.0,4.0,3.0,2.0,Environment and Diversity,Not recognised based on their work.
System Integration Analyst,Bengaluru/Bangalore,Full Time,Software Development Department,9 Jun 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0,"Culture, learnings,people",Nothing to say
Smart City Operations,"Kolkata, West Bengal",Full Time,Technology / IT Department,6 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Highly Motivated team,"Most of the project are decentralized,  most the local issues are unresolved"
Project Planning And Control Analyst,Pune,Full Time,Construction / Manufacturing Department,8 Jan 2023,2.0,1.0,2.0,2.0,3.0,2.0,2.0,Nothing.. no work life balance and everything is so complex,Everything.. as i said everything is so complex
P2P Transformation Manager,Bengaluru/Bangalore,Full Time,Finance Department,1 Jul 2023,5.0,5.0,4.0,4.0,3.0,5.0,3.0,Work culture,Promotions are late
Verification & Validation Engineer,Bengaluru/Bangalore,Full Time,Banking Operations Department,2 Jun 2023,5.0,4.0,5.0,4.0,4.0,5.0,4.0,good,every thing is good
Service Engineer,"Bangalore Rural, Karnataka",Full Time,Occupational Health & Safety Department,1 Jan 2023,5.0,3.0,4.0,3.0,4.0,4.0,3.0,Good response,We are not getting salary increase in time  and insensitive.....
Senior Application Engineer,Chennai,Full Time,Engineering Department,2 May 2023,3.0,2.0,3.0,4.0,3.0,3.0,3.0,Salary,Works and environment and nature
Area Sales Manager,"Rajkot, Gujarat",Full Time,Enterprise & B2B Sales Department,0 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company and good learning experience in Honeywell,No
