Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Production Engineer,Noida,Full Time,Production & Manufacturing Department,3 Jul 2023,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Extra working hours,
Engineer,Gurgon ( Manesar),Full Time,Product Management - Technology Department,3 Jul 2023,4.0,4.0,5.0,3.0,5.0,5.0,4.0,Subros company is very good👍,Personal growth nothing
Deputy Engineer,Noida,Full Time,Engineering Department,3 Jul 2023,4.0,5.0,5.0,3.0,5.0,5.0,5.0,Good working culture,Sallary criteria is not good
Deputy Engineer - Production,Noida,Full Time,Production Department,6 Sep 2023,4.0,3.0,4.0,2.0,4.0,3.0,3.0,"Behavior learning, good skills, training s.,","Salary increase, not growth, post not value"
Subros Limited,Noida,Full Time,Production & Manufacturing Department,2 Jul 2023,3.0,3.0,4.0,3.0,4.0,3.0,3.0,I am working from spm machine it is very good,Safety  formula
Assistant Manager,Noida,Full Time,Operations Support Department,0 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Enjoying,Space required approval and equipment
Apprentice Trainee,Noida,Full Time,"Operations, Maintenance & Support Department",1 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Friendly colleges,Shift rotation is not good
Assistant Manager- Vendor Tooling Upgradation,Manesar,Full Time,"Operations, Maintenance & Support Department",0 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Skill development and new learning,Team management
Production Engineer,"Noida, Uttar Pradesh",Full Time,Production Department,7 Jul 2023,5.0,5.0,4.0,4.0,4.0,4.0,5.0,Die Casting (HPDC) GOOD work in company& cleaning very good in machine area,Shop flower condition very badi
Senior Officer,"Noida, Uttar Pradesh",Full Time,Engineering Department,7 Jul 2023,4.0,4.0,5.0,4.0,5.0,5.0,3.0,Rest every thing is excellent except financial growth after joining.,Financial growth after joining.
Employee Relations Executive,Noida,Part Time,Accounting & Taxation Department,7 Jul 2023,5.0,5.0,5.0,5.0,3.0,5.0,5.0,good good good,not bad and very fellow
Engineer,Gurgaon/Gurugram,Full Time,Back Office Department,6 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0,Work culture is good,Increament creteria  is too less
Assistant Engineer,Gurgaon/Gurugram,Full Time,Engineering Department,5 Jul 2023,1.0,1.0,4.0,1.0,2.0,1.0,1.0,Training facility,Salary and work hours
Deputy Engineer,"Noida, Uttar Pradesh",Full Time,Production Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good for new employee for learning,No
Diploma Engineer Trainee,"Pune, Maharashtra",Full Time,Production Department,4 Jul 2023,4.0,4.0,4.0,2.0,5.0,5.0,2.0,Company culture and benifit is good. Good staff behaviour,Salary is too less as compared to other for same roles.
Diploma Engineering Training,Noida,Full Time,Engineering Department,7 Jul 2023,3.0,3.0,3.0,2.0,5.0,3.0,3.0,Best training session,No salary growth
Deputy Engineer,Noida,Full Time,Production & Manufacturing Department,4 Jul 2023,5.0,5.0,5.0,2.0,4.0,5.0,3.0,Yes i am intrested working at subros limted,Low sallary so i am not intrested
Senior Quality Assurance Engineer (Process,"Noida, Uttar Pradesh",Full Time,Quality Assurance and Testing Department,3 Jul 2023,4.0,4.0,5.0,3.0,5.0,4.0,2.0,Skill development,Appraisal / promotion process not good
Diploma Trainee Engineer,Manesar,Full Time,Product Management - Technology Department,5 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Subros limited provided best training and good learning.,Salary not perfect
Production Engineer,"Manesar, Haryana",Full Time,Production & Manufacturing Department,9 Jul 2023,3.0,3.0,3.0,3.0,2.0,3.0,2.0,It is an average to survive our life,Promotion planning is very poor.
Production Department    (working remotely),,Full Time,Operations Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Very good environment & good  quality, manufacturing",Nothing
R&D Testing,Noida,Full Time,Quality Assurance and Testing Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am like In this company work is very best and any employee working  very good  and this company is good,I have no any reason for dislike
Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Production & Manufacturing Department,3 Sep 2023,4.0,3.0,5.0,2.0,4.0,1.0,2.0,This company is not a future company,"Selery issue
Appraisal is not good"
Diploma Apprenticeship Assistant,"Ahmedabad, Gujarat",Full Time,Production & Manufacturing Department,0 Jun 2023,4.0,5.0,5.0,2.0,5.0,5.0,3.0,Food and management of company,Salary
Diploma Apprenticeship Assistant,Noida,Full Time,Production & Manufacturing Department,0 Jun 2023,3.0,4.0,3.0,2.0,4.0,3.0,2.0,Good learning for freshers,Salary is not so good
Deputy Engineer,Noida,Full Time,Engineering Department,8 Jun 2023,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Good environment fresher &experience..  all department for leaning at subros..,This type no about thing
Dat,"Manesar, Haryana",Full Time,Engineering Department,7 Jun 2023,3.0,4.0,4.0,2.0,4.0,3.0,3.0,It is a good company for learning and increasing skills,Salary and company culture was bad
Assistant Engineer,Noida,Full Time,Engineering Department,7 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Good learning 
Culture
Food
Bus
Kra","Nothing 
Good environment"
Deputy Engineer,"Ahmedabad, Gujarat",Full Time,Production Department,6 Jun 2023,4.0,3.0,4.0,3.0,3.0,4.0,3.0,Working in good at subros Ltd,Working good
Deputy Engineer,Imt Manesar Gurgaon Haryana Sector 8,Full Time,Production & Manufacturing Department,7 Jul 2023,4.0,3.0,5.0,3.0,5.0,4.0,3.0,Subros working policy very good.,C shift breakfast.
Diploma Trainee Engineer,"Noida, Uttar Pradesh",Full Time,Production & Manufacturing Department,6 Jun 2023,4.0,4.0,5.0,3.0,4.0,4.0,2.0,Environment and skills development,Salary
